Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
3,63,1,9,5,44
4,78,0,6,3,60
2,60,0,4,0,33
2,80,0,9,2,58
7,48,0,8,9,43
1,81,0,6,6,52
7,81,0,6,1,72
1,41,0,7,3,15
6,43,0,5,5,30
3,47,0,9,4,27
8,71,0,8,5,67
6,53,1,4,4,40
2,88,0,9,8,65
8,52,0,4,1,44
5,60,0,7,3,45
8,63,0,9,0,58
8,89,0,4,6,82
6,57,1,9,0,48
2,84,1,6,5,61
8,79,1,9,9,76
6,65,0,8,9,54
6,71,0,9,8,61
8,83,1,4,1,76
1,96,0,8,0,70
2,94,0,4,9,71
9,95,1,5,2,91
8,92,0,5,5,85
7,72,0,8,6,66
7,91,0,5,7,82
5,70,0,5,3,54
2,57,0,6,7,37
6,74,0,4,6,61
3,51,0,5,7,30
4,90,1,8,4,76
2,64,1,6,9,43
2,84,0,5,6,60
8,70,0,9,3,64
8,49,1,8,0,43
6,86,1,4,2,72
5,91,1,9,9,77
8,73,1,5,8,64
4,90,1,8,3,74
4,42,1,9,4,25
5,85,1,8,2,72
1,78,0,7,5,50
1,47,1,9,3,19
2,71,1,8,4,51
8,82,1,9,6,76
7,68,0,7,6,59
9,61,0,4,8,57
5,59,0,4,1,42
2,45,1,6,3,18
7,82,1,9,7,75
8,88,1,7,3,83
7,68,0,8,2,57
7,81,0,6,9,73
5,95,0,9,5,82
2,56,0,6,2,32
6,70,0,9,1,61
4,92,0,4,8,76
2,73,1,8,2,53
9,77,0,7,0,74
7,96,0,4,8,87
6,76,0,6,4,64
5,43,0,5,6,27
3,41,1,6,1,20
4,51,1,5,0,32
3,74,0,9,5,55
8,45,1,4,4,40
3,95,1,9,9,80
7,85,1,7,5,77
7,47,1,8,1,40
7,60,1,5,6,48
7,92,1,8,0,81
2,97,1,9,7,78
3,85,0,4,6,66
9,74,1,4,6,71
3,87,0,9,5,69
2,54,1,9,9,32
9,46,1,4,4,41
9,54,1,7,8,50
4,84,0,5,2,65
9,45,1,8,8,43
3,86,0,6,4,63
7,56,1,9,7,49
7,43,1,9,2,37
8,61,0,4,6,57
4,71,1,8,9,57
3,98,1,8,3,80
3,61,1,7,4,42
5,66,0,5,3,49
1,85,1,7,8,58
3,54,1,7,6,32
6,99,1,8,5,87
3,83,0,5,5,62
5,90,1,5,9,76
9,61,0,5,6,56
2,67,1,4,4,43
2,81,1,5,9,58
6,77,0,8,2,65
6,99,0,4,2,86
8,96,0,6,6,87
2,48,0,9,9,26
9,73,0,7,0,68
2,75,1,5,3,51
1,48,1,6,9,24
2,54,0,5,7,30
7,84,1,7,3,78
8,59,1,8,0,50
5,47,0,8,4,31
6,97,0,7,0,87
1,67,0,6,8,40
6,90,1,4,7,80
8,58,0,9,6,53
3,96,1,9,4,76
1,55,0,9,3,29
4,50,0,4,6,34
1,81,0,5,2,57
8,47,0,7,7,41
5,72,1,7,4,58
1,49,1,4,4,22
8,57,1,6,0,50
9,74,0,9,9,73
2,82,1,7,7,60
9,89,1,8,6,90
8,42,1,8,0,34
7,79,0,7,3,70
3,66,1,9,3,46
2,98,0,9,8,77
7,67,0,9,9,60
5,85,1,6,1,68
6,45,1,8,3,34
4,86,0,6,9,69
2,53,0,4,2,28
9,46,0,5,9,42
3,49,1,9,4,30
7,54,0,4,6,44
8,70,0,5,4,60
2,68,0,8,4,47
6,81,1,5,3,69
8,93,0,5,8,87
7,56,0,7,5,50
3,98,0,5,9,78
1,90,0,7,5,64
6,68,0,5,5,55
8,88,1,7,5,83
6,83,1,8,0,72
5,54,0,8,5,37
8,65,0,5,3,55
2,51,0,6,1,29
1,64,0,8,5,41
1,80,0,4,0,55
4,44,0,4,0,24
6,43,1,7,4,31
9,83,0,6,5,83
1,87,0,9,1,62
1,80,1,7,9,54
5,96,1,5,7,82
5,70,1,8,3,55
5,42,1,6,3,30
6,92,0,7,9,81
8,42,1,7,4,38
3,65,1,4,9,45
9,89,1,5,3,86
1,56,0,7,4,28
4,99,0,4,9,81
9,49,0,6,2,44
8,41,1,7,7,35
9,63,0,9,5,61
1,50,1,9,7,26
9,63,1,4,4,62
3,74,1,9,6,56
9,62,1,5,9,57
1,71,0,8,6,46
1,62,0,9,5,39
9,73,0,6,9,69
6,80,0,7,3,68
4,58,1,4,5,40
7,41,1,7,8,31
5,99,1,8,3,86
7,90,1,7,5,83
8,41,1,7,5,33
8,54,0,4,2,48
1,95,0,8,3,73
8,60,1,6,2,53
6,74,1,4,2,61
4,44,0,8,9,27
8,82,0,8,3,75
3,66,1,7,3,46
4,63,0,5,5,47
6,46,0,5,3,33
7,45,1,6,5,34
4,85,1,7,1,71
4,72,0,5,3,51
7,97,0,4,1,83
6,88,1,6,7,74
8,56,0,7,8,50
1,85,0,9,6,59
7,81,0,4,5,71
7,69,1,5,7,60
7,47,0,5,3,36
7,79,0,5,9,70
8,85,1,5,1,77
9,46,1,8,3,43
9,45,0,9,4,42
2,43,1,6,8,20
7,40,1,6,4,32
7,54,0,5,8,44
4,70,1,6,8,50
9,64,0,9,7,64
8,86,0,4,4,82
1,72,1,4,1,44
2,91,0,6,4,67
2,74,0,5,0,52
8,94,0,7,7,91
1,44,0,9,1,18
4,44,0,5,6,25
5,75,1,8,1,61
9,56,1,7,4,53
7,92,0,9,9,85
8,91,0,8,6,86
9,53,1,6,5,50
7,97,0,8,4,87
5,68,0,6,5,53
5,47,0,8,1,32
6,73,1,7,9,63
5,79,0,8,0,62
9,40,1,5,0,38
3,68,0,6,7,46
3,75,0,4,2,53
7,90,1,8,2,85
7,76,1,6,8,68
6,68,0,4,5,52
3,44,0,6,3,22
7,92,0,6,3,83
5,71,1,4,6,56
7,99,0,4,5,89
2,91,1,7,1,68
6,63,0,9,8,53
8,58,0,8,1,53
1,51,0,8,7,25
4,91,0,6,3,71
1,40,0,5,9,11
1,46,0,5,0,18
8,56,0,9,0,47
7,73,1,6,8,65
1,82,0,7,3,57
2,46,0,4,0,20
4,56,0,6,2,37
1,98,0,8,2,72
3,42,1,5,6,21
8,68,1,5,5,62
8,61,0,5,7,54
8,77,0,7,6,71
6,93,1,8,0,85
6,82,1,7,2,71
5,68,1,4,8,50
9,89,0,6,3,87
4,89,1,6,2,75
7,93,1,5,4,84
1,81,0,5,7,57
9,44,0,4,0,38
7,69,0,7,1,59
9,62,1,9,6,60
7,94,1,9,0,86
2,60,1,9,4,39
6,95,1,8,9,83
4,65,0,4,7,46
3,93,1,6,5,73
2,86,0,6,2,62
6,60,1,7,6,47
8,59,1,4,2,51
6,62,1,8,4,49
9,43,0,4,6,38
5,60,1,4,1,44
2,60,0,7,9,35
8,40,0,8,3,34
9,54,0,9,1,51
4,56,0,6,6,38
6,90,1,5,2,79
8,53,1,9,8,49
9,98,0,8,5,98
5,58,0,6,0,44
6,89,1,9,9,80
4,99,1,7,7,81
5,73,0,8,6,59
7,45,1,8,0,36
9,84,1,6,2,81
6,88,1,6,2,76
6,45,0,4,2,28
8,92,0,4,6,82
4,93,0,8,5,77
3,44,0,5,1,21
7,46,0,7,4,37
5,72,1,6,5,55
2,52,1,4,1,28
2,90,1,7,0,67
6,93,0,9,3,80
8,40,1,9,3,37
1,52,0,8,3,26
6,82,0,6,0,71
2,66,0,9,2,44
2,46,0,6,6,22
7,91,0,4,3,81
1,42,0,9,1,17
6,97,1,5,7,83
7,64,0,9,0,57
8,72,1,6,8,66
7,79,0,5,4,71
6,56,1,7,1,47
9,84,0,9,3,83
3,53,0,6,2,31
6,76,1,9,6,63
4,97,0,9,5,78
2,95,0,6,8,72
1,93,1,5,3,69
1,62,1,4,2,36
3,98,0,9,6,79
4,63,1,8,5,47
2,68,1,7,4,45
1,77,0,6,9,50
4,98,1,9,6,85
7,93,0,4,4,83
6,66,1,6,8,55
6,77,0,9,3,66
9,92,0,7,0,87
2,79,0,8,9,57
4,84,1,6,4,69
5,89,0,9,0,77
1,62,1,5,0,36
8,70,0,4,0,59
8,75,0,8,0,66
6,56,0,6,7,44
5,76,1,9,1,62
8,42,0,8,8,37
3,75,0,5,6,53
3,94,1,6,2,73
2,44,0,8,8,18
5,85,0,6,3,73
3,54,1,6,6,34
3,91,1,8,2,69
6,88,1,6,4,77
8,45,0,5,3,38
2,98,1,8,5,74
4,49,0,9,8,35
7,93,0,8,4,86
1,71,1,5,0,44
1,62,1,5,4,32
7,87,0,5,4,77
7,56,1,9,8,46
1,85,1,9,7,60
1,59,0,6,4,35
4,83,1,6,4,69
5,80,1,7,1,67
5,54,1,6,8,40
4,83,0,5,3,65
8,85,1,7,6,77
7,97,1,5,9,92
9,61,0,4,5,53
7,89,0,9,4,81
1,91,0,8,4,66
7,45,0,4,6,34
1,43,1,9,1,19
7,97,0,9,8,89
8,62,0,5,1,55
9,83,1,6,8,81
3,84,0,8,3,67
4,58,0,6,9,41
4,93,1,6,9,77
9,84,0,8,5,82
7,70,0,8,0,58
3,83,1,4,4,60
5,91,1,5,5,76
7,42,1,6,8,33
8,67,1,5,8,61
1,42,1,5,8,16
2,53,1,7,2,30
7,57,1,4,3,47
2,66,1,6,7,41
7,90,1,9,7,83
9,99,1,8,1,96
2,49,1,8,7,27
7,88,1,5,6,76
4,54,0,4,8,33
2,58,1,4,4,33
7,48,1,6,1,38
5,43,1,6,4,28
1,54,1,5,1,24
5,90,1,5,4,75
3,87,0,5,8,68
7,47,0,7,6,38
6,88,0,4,6,75
8,92,0,5,0,84
5,40,1,4,8,25
2,46,0,9,5,25
9,92,0,8,6,90
8,70,1,8,1,64
6,57,0,4,0,45
7,51,0,9,3,42
9,87,1,8,8,83
7,69,1,8,8,62
3,72,0,8,2,52
6,98,1,6,0,86
7,86,0,9,1,80
2,46,1,6,8,26
3,67,0,4,8,47
4,88,0,4,0,71
6,42,0,7,8,30
1,82,1,6,0,57
9,45,1,4,9,38
5,70,0,6,3,58
7,77,1,7,4,67
9,54,1,4,7,48
9,46,0,4,4,43
1,82,1,4,4,55
1,69,1,4,3,42
3,66,0,5,8,43
6,56,0,9,7,45
2,94,1,9,8,73
1,57,1,6,6,31
1,61,1,6,6,35
5,95,0,6,4,82
4,92,1,7,9,76
1,65,1,5,0,35
4,90,1,6,5,73
3,66,1,6,9,47
2,79,1,4,5,57
9,63,1,4,9,60
1,91,0,4,3,64
7,47,0,6,1,36
4,60,0,4,0,40
5,68,1,6,2,53
5,82,1,7,8,70
1,60,0,7,0,32
6,42,0,8,4,30
9,70,0,5,9,68
2,94,0,4,5,70
7,66,0,9,8,61
6,85,1,4,0,75
5,66,1,5,4,52
4,48,1,5,0,29
4,96,1,8,1,79
6,72,1,5,1,56
4,72,0,6,4,54
5,65,0,4,9,50
6,67,1,5,3,57
5,83,0,6,5,69
7,82,1,5,4,73
9,70,1,9,1,67
7,92,0,6,8,84
7,40,1,7,9,32
4,59,1,6,7,42
1,51,1,8,8,23
8,56,0,6,5,50
4,54,0,5,4,35
1,73,1,7,4,48
5,89,1,7,1,77
8,55,0,6,3,48
4,43,0,5,1,23
8,47,0,7,1,40
8,73,0,9,7,68
3,85,1,6,3,65
9,64,1,6,3,63
3,54,1,6,6,34
1,67,0,7,3,41
2,48,0,4,8,25
6,41,1,5,8,29
2,56,0,8,2,33
6,97,1,8,5,87
1,49,0,5,6,24
1,48,1,4,2,21
5,70,1,5,3,55
9,41,1,6,0,37
8,63,1,9,8,61
3,58,0,5,6,37
3,56,1,5,9,36
1,82,1,9,6,58
3,88,1,7,8,69
1,49,1,8,5,24
8,89,0,8,7,83
1,94,1,6,4,68
5,67,1,9,7,54
9,77,0,6,9,77
7,87,1,7,0,78
4,67,1,6,2,51
9,98,1,9,3,94
9,89,1,9,8,88
2,91,0,4,7,70
6,89,0,7,7,81
4,40,0,9,1,24
8,99,0,9,6,98
7,42,0,7,2,32
7,54,0,5,5,43
9,91,1,5,3,88
5,49,1,4,5,33
6,60,1,9,3,51
1,76,1,7,2,47
6,54,0,7,1,41
2,62,1,5,3,37
6,53,1,8,9,42
9,54,0,8,1,52
8,49,1,9,6,44
9,95,1,5,0,88
8,48,0,9,0,40
3,83,1,6,4,63
8,78,1,7,6,73
6,44,0,9,0,33
6,64,1,4,3,48
6,95,1,8,4,82
3,81,1,9,1,62
1,96,1,6,6,71
4,65,1,7,3,46
6,47,0,6,7,37
2,61,1,9,0,38
7,91,1,7,9,85
7,64,1,7,0,54
4,87,0,5,0,68
4,51,0,5,3,32
1,48,0,4,0,19
2,49,1,4,4,25
9,87,1,6,5,84
8,49,1,5,6,40
8,48,1,7,7,43
9,65,1,5,7,59
7,74,0,7,1,61
9,66,1,5,3,63
2,99,1,7,6,77
6,70,0,6,8,56
3,58,0,5,8,35
6,82,0,8,2,67
3,77,0,8,6,60
8,45,0,7,3,38
4,54,1,6,8,37
6,68,1,7,6,55
9,86,1,6,5,83
2,84,1,4,8,61
2,93,1,5,6,69
7,44,0,6,7,32
2,53,1,7,4,32
2,92,1,4,3,68
4,41,0,7,0,22
9,62,0,8,7,60
8,83,1,8,5,80
2,91,1,5,3,70
8,85,0,9,2,82
4,58,1,5,4,40
2,63,0,4,3,38
7,59,1,8,6,53
6,86,0,6,5,75
5,66,0,8,2,52
1,91,0,9,9,67
2,63,1,5,0,38
8,56,0,7,6,50
1,64,0,4,4,39
3,85,1,9,0,66
2,94,1,8,0,69
5,70,1,6,5,56
4,67,0,9,3,48
7,89,0,6,7,80
5,98,0,6,1,83
8,67,1,4,3,63
4,61,1,6,7,45
6,95,0,6,7,84
4,98,1,8,4,79
2,44,1,4,2,22
1,93,0,7,3,67
1,83,0,7,2,58
8,81,1,6,1,74
4,47,0,9,3,30
5,77,1,5,8,63
8,67,1,4,5,57
7,96,0,5,3,84
8,86,0,4,0,80
8,51,1,4,6,41
6,96,1,8,1,85
2,64,0,6,5,40
6,77,1,8,9,69
1,83,1,9,0,61
1,54,1,5,6,28
3,83,1,5,3,62
3,80,1,7,2,60
5,90,0,9,9,81
1,92,1,9,6,68
6,73,1,8,2,64
7,99,0,8,7,92
3,84,0,9,3,65
4,52,0,8,2,34
3,47,1,7,6,27
1,98,1,8,6,74
8,52,0,8,8,47
2,75,0,9,9,53
1,45,0,9,6,17
8,77,0,8,5,72
7,71,0,8,2,62
7,60,1,9,3,52
4,83,0,5,7,65
9,83,1,6,5,78
6,88,1,5,8,77
2,98,0,8,7,78
1,46,0,4,7,17
1,65,0,4,9,35
9,54,0,7,9,53
4,95,0,5,6,76
5,88,1,9,9,75
3,81,0,7,0,57
4,62,0,7,4,43
8,91,1,4,6,85
4,77,0,5,9,62
9,80,0,6,8,77
9,54,0,9,3,51
6,87,1,5,7,74
2,92,0,7,0,66
7,79,0,8,3,72
9,55,0,7,3,54
6,71,0,5,1,58
3,76,1,4,2,52
7,57,0,5,2,46
5,59,1,6,8,45
1,85,0,9,6,60
3,41,0,9,1,23
5,94,0,8,8,81
7,62,1,8,7,54
3,69,0,7,5,50
6,42,0,5,5,26
5,85,1,9,1,72
1,78,0,4,2,49
6,86,0,6,5,74
8,88,0,7,2,82
1,40,0,5,6,13
2,80,1,4,4,59
4,61,1,5,3,42
2,68,1,4,7,44
9,53,0,5,1,46
8,87,0,5,2,80
8,67,0,9,9,63
4,60,0,7,3,40
5,84,1,5,9,73
4,71,0,5,5,53
9,45,1,7,4,42
2,93,0,7,4,69
8,40,0,8,6,32
2,60,1,8,7,38
1,96,0,9,5,70
3,43,1,7,2,22
9,42,1,6,3,35
3,88,0,9,0,68
9,69,1,4,4,67
7,70,1,7,9,63
1,73,0,8,7,50
5,58,1,5,2,42
9,59,1,7,9,55
3,62,0,7,3,41
9,93,1,8,3,91
5,98,0,8,5,84
9,79,1,6,8,77
6,64,0,9,9,57
9,54,0,8,2,50
7,77,0,8,3,70
7,62,0,8,5,55
8,91,0,9,5,86
7,41,1,5,6,31
9,96,0,7,0,92
9,96,0,7,8,94
6,54,1,8,1,42
7,91,0,9,3,83
2,83,1,6,2,60
9,74,1,8,2,73
1,49,0,9,4,24
1,53,1,9,6,30
3,66,1,6,6,47
6,93,1,9,6,85
5,53,0,7,2,38
2,74,1,6,8,52
9,72,0,6,5,68
4,91,0,4,9,71
4,40,1,6,7,20
5,73,0,6,0,60
8,58,1,5,3,51
4,63,1,7,6,44
5,81,0,8,8,69
4,43,0,4,2,21
6,75,0,6,5,60
3,52,1,5,7,32
8,97,1,5,2,94
6,71,1,9,5,61
5,48,0,8,8,34
2,78,1,8,8,60
7,55,1,7,5,48
2,89,1,9,4,69
1,42,1,6,0,12
7,91,0,5,2,82
5,59,1,4,2,43
1,49,0,7,3,22
4,95,1,6,4,78
4,97,1,9,7,82
7,97,1,8,8,90
9,61,0,9,6,59
2,87,0,6,9,64
1,42,0,9,5,17
2,50,1,8,2,27
7,64,1,6,8,56
6,81,0,4,9,69
4,87,1,7,0,73
1,47,1,9,8,20
1,48,0,8,2,22
5,54,1,4,8,38
1,71,1,5,9,45
7,92,1,4,0,82
1,42,0,4,7,14
1,43,1,4,5,14
2,69,0,8,8,49
3,52,1,5,3,32
1,83,0,7,4,57
9,60,0,4,5,52
8,80,0,8,8,74
5,96,0,8,5,82
2,85,1,7,8,64
5,58,0,6,1,40
6,78,1,5,3,65
1,87,1,5,2,62
4,61,0,9,3,44
9,59,1,4,0,54
2,76,1,6,1,49
5,70,1,5,3,55
1,49,1,9,9,22
4,57,0,4,3,41
4,82,1,6,4,65
6,78,1,8,8,71
9,85,1,4,0,80
3,59,1,6,7,39
9,57,1,7,2,53
6,50,0,5,8,38
7,61,1,4,7,52
2,98,0,9,7,78
6,83,1,8,8,71
6,57,0,9,3,46
2,97,1,4,4,70
2,73,1,5,6,49
2,62,0,5,1,36
1,40,0,6,6,13
5,94,0,9,2,79
8,49,1,9,5,41
2,92,0,8,5,67
5,40,0,6,5,26
8,77,0,8,9,72
5,78,1,4,1,63
2,88,1,4,8,65
3,48,1,9,7,27
6,70,0,6,6,56
5,46,1,7,8,34
4,56,1,5,3,40
4,74,1,6,1,56
5,87,1,6,3,72
2,76,0,4,9,54
9,91,1,5,2,88
2,57,0,6,1,32
2,72,0,4,1,46
9,43,0,4,7,41
3,62,0,9,4,40
7,50,0,9,5,41
4,91,0,6,7,74
6,48,1,6,6,35
4,69,0,4,6,50
7,47,1,9,6,40
1,79,0,6,6,53
3,44,1,5,7,23
3,51,0,4,0,28
1,40,1,4,2,11
6,54,1,6,0,41
9,64,0,6,7,61
8,57,0,6,1,52
7,77,0,5,6,71
8,81,0,4,5,77
6,85,1,7,0,73
9,92,1,5,5,91
3,65,0,5,8,44
9,79,0,9,2,77
4,98,1,4,6,83
7,42,0,7,3,32
9,93,1,4,0,91
2,61,0,5,6,37
2,65,0,6,0,37
9,58,1,4,3,51
3,83,1,4,8,63
9,83,0,6,4,81
5,86,1,7,6,70
6,99,0,7,6,86
2,78,1,4,2,53
8,98,0,6,7,92
9,75,0,9,0,72
2,60,0,4,3,35
6,80,1,6,9,68
6,93,1,5,3,84
8,87,1,9,1,84
5,65,1,6,5,50
9,52,0,4,0,46
1,75,1,8,2,52
9,63,1,7,8,61
7,80,1,4,9,72
4,65,0,6,5,49
3,60,1,9,1,41
6,57,1,9,8,45
1,54,0,6,1,24
3,54,0,7,6,34
2,45,0,4,0,19
9,82,0,9,4,80
3,70,0,9,6,51
2,67,0,8,2,44
4,47,0,5,3,29
2,68,1,8,4,44
1,60,0,5,2,32
6,56,0,9,5,45
8,95,0,5,2,88
2,96,0,4,7,72
9,88,0,9,6,86
3,63,1,9,0,43
8,97,1,5,1,87
8,99,1,6,3,95
3,89,1,5,4,72
3,75,1,5,9,55
6,70,1,7,3,59
1,86,1,7,3,64
4,73,0,4,8,58
1,41,0,4,3,15
3,81,0,6,3,60
9,42,0,7,3,38
5,69,0,8,1,53
5,47,0,4,7,31
4,91,1,4,3,71
3,46,0,7,4,24
5,51,0,7,7,37
4,97,0,6,3,79
8,58,1,7,4,52
4,65,1,5,4,47
8,67,1,9,5,65
6,54,0,8,6,44
5,53,0,9,2,40
4,87,0,5,9,69
4,98,1,5,2,80
4,53,1,9,8,37
9,42,0,5,0,36
4,89,1,4,9,72
9,68,0,9,7,69
6,99,1,5,9,89
7,93,1,4,2,83
3,45,1,7,4,25
8,88,0,8,2,82
3,62,1,8,9,41
1,67,0,5,0,40
5,53,0,8,9,39
2,53,0,4,4,27
6,59,1,7,7,48
9,52,1,5,4,49
1,66,1,6,3,38
4,99,0,9,8,81
1,74,1,8,0,49
1,84,1,8,4,60
8,95,0,5,0,88
2,41,0,9,5,18
1,80,0,9,9,56
8,84,1,8,8,80
4,79,1,8,1,60
3,87,0,6,3,66
4,63,1,9,7,49
5,68,0,4,2,51
1,42,1,5,6,16
1,84,0,5,6,57
3,43,1,6,1,22
6,89,0,6,9,78
1,41,0,4,3,13
2,59,0,7,0,35
7,93,1,5,7,85
1,92,1,9,9,69
7,54,1,8,9,48
4,88,0,4,8,67
6,71,0,5,0,57
8,81,0,9,6,75
9,40,0,4,0,35
6,77,0,7,0,67
9,74,0,9,8,72
4,90,0,5,9,70
6,46,0,8,9,34
8,84,0,9,5,79
9,52,1,5,0,47
3,88,0,4,6,64
2,40,1,7,2,15
6,53,0,9,9,43
4,68,1,4,3,49
1,97,0,4,3,67
8,42,1,6,7,36
9,85,0,4,0,82
9,63,0,9,7,61
2,40,0,7,8,17
9,87,1,8,6,86
7,49,0,6,0,38
5,52,1,4,6,35
7,75,1,9,5,69
9,48,1,5,4,44
8,53,1,6,4,48
6,75,1,7,0,63
4,49,0,5,5,32
1,79,1,7,3,53
6,62,1,5,0,51
3,74,1,8,7,55
6,94,1,7,7,82
6,46,0,5,3,36
4,81,0,7,6,64
2,74,0,6,2,50
9,41,1,7,7,39
2,54,1,9,6,31
3,48,1,7,4,28
1,86,0,5,4,59
7,56,1,7,8,48
1,78,0,8,5,52
9,91,1,4,5,87
1,57,1,6,1,27
5,54,0,9,4,43
7,57,1,5,3,47
3,63,0,7,9,41
9,62,1,7,2,60
8,51,0,7,8,45
3,62,1,6,6,42
5,60,1,9,3,44
7,65,1,4,8,56
4,47,1,8,8,31
5,69,1,9,6,56
3,73,0,8,4,55
9,41,0,9,8,36
9,44,1,5,6,37
7,70,0,4,8,63
2,72,0,4,2,47
7,93,0,6,8,85
7,43,0,9,0,34
5,45,1,7,4,30
9,62,0,4,1,54
3,84,0,9,0,64
4,58,1,7,2,42
1,82,1,6,6,55
6,84,1,9,2,76
4,47,1,9,9,32
1,78,1,5,9,52
2,52,1,9,8,32
3,40,1,5,2,16
9,45,1,7,5,45
8,46,0,7,1,38
7,87,1,4,7,81
4,66,0,6,9,49
1,54,1,5,4,27
8,91,1,4,1,85
4,73,0,8,6,56
3,97,1,4,2,79
9,96,1,7,4,94
4,62,0,8,8,46
4,87,0,4,0,71
9,88,0,9,1,83
2,63,0,6,4,36
5,54,0,5,3,38
4,74,0,9,0,57
9,43,1,8,6,41
5,83,1,6,8,66
9,76,1,4,0,71
9,56,1,9,7,56
2,70,1,7,8,48
9,77,0,7,1,73
3,49,0,6,0,27
4,93,1,7,5,77
1,89,0,5,6,64
1,66,1,6,1,39
1,81,0,6,4,55
9,45,1,7,4,43
8,95,1,6,6,88
5,45,1,4,0,28
5,91,0,8,9,78
9,54,0,9,7,52
3,43,1,8,4,23
3,96,0,9,2,75
7,87,1,7,8,78
9,93,1,5,2,91
6,95,0,5,6,85
2,79,1,7,9,57
1,46,1,7,6,22
2,90,1,6,9,68
1,97,0,5,7,71
9,88,1,8,9,87
8,92,1,7,7,87
7,84,1,8,3,74
3,86,1,9,0,67
8,65,0,8,3,62
2,97,1,5,5,72
2,70,1,9,9,49
3,41,0,8,5,23
7,67,0,6,5,55
1,81,0,6,6,57
8,52,0,5,0,44
7,57,0,6,9,46
4,69,0,7,0,51
5,94,1,9,6,79
1,50,1,5,3,23
4,52,0,9,5,35
1,90,1,8,5,65
1,63,0,7,8,38
1,96,1,5,1,67
7,68,0,8,3,61
7,95,0,8,3,87
4,93,1,8,6,80
2,44,0,8,0,20
3,74,1,8,4,53
8,58,0,5,3,48
8,94,0,6,1,90
6,52,1,8,4,41
9,44,0,7,8,43
9,83,1,5,7,80
4,53,1,4,8,33
1,77,1,6,6,52
1,61,1,7,9,36
5,48,1,8,6,32
2,88,0,5,1,67
6,79,0,5,2,66
7,65,1,8,9,56
1,84,0,7,7,59
6,44,1,5,1,30
8,68,0,9,6,63
5,93,1,6,5,79
7,61,0,7,9,56
6,88,1,8,3,77
4,42,0,7,3,24
7,67,1,9,2,59
9,77,1,7,5,75
7,53,0,4,2,39
5,86,1,8,8,73
7,53,1,6,3,44
3,82,0,8,3,62
2,50,0,4,1,27
5,48,1,8,1,35
4,77,1,8,6,61
5,86,1,6,4,72
8,83,1,4,2,78
4,45,0,8,5,29
9,40,1,9,5,36
7,64,1,8,0,55
7,55,0,5,2,42
8,91,0,8,4,83
6,54,1,6,6,42
8,73,0,5,3,66
3,56,0,9,7,39
1,42,0,9,2,16
6,42,1,9,5,31
1,76,1,4,5,48
9,56,1,9,8,55
2,94,0,7,3,73
2,88,1,6,6,66
7,91,1,4,9,85
2,77,1,5,0,52
8,40,0,7,0,33
6,46,1,4,1,35
7,65,1,6,3,57
7,86,1,5,5,77
6,78,1,6,3,66
9,58,0,6,5,53
9,91,1,5,1,84
7,93,1,9,8,87
9,69,0,8,2,66
3,82,0,6,6,65
3,94,0,9,0,77
1,53,0,5,7,29
5,52,0,6,3,36
4,59,1,8,4,42
2,65,0,5,6,41
9,66,0,4,2,59
3,64,0,4,8,43
8,48,1,9,8,44
6,80,1,4,7,68
5,87,1,7,0,72
1,51,0,6,1,21
4,49,1,6,1,34
3,45,0,5,2,20
1,89,0,7,1,60
5,73,1,6,0,57
6,98,1,5,4,85
2,91,1,8,5,70
3,80,0,6,6,60
6,58,1,9,9,45
4,45,1,6,6,28
9,41,1,8,1,41
5,54,1,8,6,40
4,56,1,6,1,38
2,55,0,8,1,29
6,67,0,5,5,56
2,60,1,6,5,37
7,47,0,6,7,38
3,49,0,4,4,30
9,49,0,9,4,49
5,89,1,6,9,74
8,49,0,4,0,40
6,48,1,8,3,39
8,67,0,9,0,61
3,63,1,9,9,45
3,58,0,8,4,35
5,72,0,5,7,57
3,43,1,4,0,20
8,95,1,6,2,86
8,42,0,4,0,35
2,81,1,8,5,58
4,51,1,8,9,38
1,57,1,5,0,30
4,62,1,9,9,47
4,59,0,9,2,42
9,45,1,8,4,39
3,92,0,4,4,69
2,73,0,9,1,51
9,81,1,6,2,78
9,41,1,6,8,40
1,69,1,4,0,41
6,48,1,5,0,37
8,66,0,6,1,59
3,81,0,4,7,60
9,73,1,4,5,70
2,79,0,8,3,55
6,63,1,9,6,55
1,88,0,8,5,63
7,56,0,9,8,49
3,68,0,5,5,47
7,75,1,5,1,65
4,89,1,5,2,71
9,51,0,4,8,47
5,70,1,4,6,53
3,88,1,8,5,70
8,48,0,6,4,41
6,58,1,9,2,49
2,85,1,9,3,63
3,85,0,5,0,62
8,56,0,9,4,51
7,41,0,7,6,32
6,79,0,5,1,63
1,44,1,9,7,21
9,98,1,8,9,99
3,78,0,9,5,60
5,93,0,4,9,77
7,87,1,8,2,82
7,55,1,8,1,44
3,56,1,8,7,35
4,93,0,7,3,73
7,66,0,7,6,57
8,46,0,9,6,44
2,91,0,5,9,68
9,47,1,9,8,47
7,47,0,9,9,37
8,62,0,9,7,59
6,71,1,4,7,59
6,82,0,8,6,72
9,86,1,6,9,82
4,57,0,5,4,38
5,77,1,5,8,60
9,93,1,8,6,91
1,51,1,5,2,24
4,54,0,8,5,34
7,67,0,5,2,57
9,94,0,9,5,93
6,77,0,4,7,64
8,89,0,5,8,82
9,95,0,5,1,91
4,70,1,6,5,56
